name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,speed_at_capacity,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,orientation_code,loop_code,
Loop 202,15847,15847_AB,,,15088,15202, Outlying CBD_HOV Lane,1,0.00553,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.953246,33.436451,0.0 -111.953254,33.436371,0.0</coordinates></LineString>","<LineString><coordinates>-111.953242,33.436451,0.0 -111.953250,33.436371,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15847,,,
Loop 202,15847,15847_BA,,,15202,15088, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.953246,33.436371,0.0 -111.953238,33.436451,0.0</coordinates></LineString>","<LineString><coordinates>-111.953250,33.436371,0.0 -111.953242,33.436451,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15847,,,
Loop 202,15848,15848_AB,,,15089,15538, Outlying CBD_HOV Lane,1,0.20088,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.957919,33.437110,0.0 -111.961260,33.437916,0.0</coordinates></LineString>","<LineString><coordinates>-111.957919,33.437110,0.0 -111.961260,33.437916,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15849,15849_AB,,,15090,15203, Outlying CBD_HOV Lane,1,0.24722,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.955525,33.436470,0.0 -111.953910,33.436284,0.0 -111.951269,33.436118,0.0</coordinates></LineString>","<LineString><coordinates>-111.955525,33.436470,0.0 -111.953910,33.436284,0.0 -111.951269,33.436118,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15850,15850_AB,,,15091,12657,CBD_Freeways,1,0.46260,5,70.0000,70.0000,1819.0000,101,220.0,12.0,"",0.0,"<LineString><coordinates>-111.951277,33.436038,0.0 -111.943294,33.435529,0.0</coordinates></LineString>","<LineString><coordinates>-111.951277,33.436038,0.0 -111.943294,33.435529,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15851,15851_AB,,,15091,15203, Outlying CBD_HOV Lane,1,0.00553,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.951273,33.436038,0.0 -111.951265,33.436118,0.0</coordinates></LineString>","<LineString><coordinates>-111.951277,33.436038,0.0 -111.951269,33.436118,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15851,,,
Loop 202,15851,15851_BA,,,15203,15091, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.951273,33.436118,0.0 -111.951281,33.436038,0.0</coordinates></LineString>","<LineString><coordinates>-111.951269,33.436118,0.0 -111.951277,33.436038,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15851,,,
Loop 202,15852,15852_AB,,,15092,12656, Outlying CBD_Freeways,1,0.38447,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936394,33.435168,0.0 -111.937154,33.435185,0.0 -111.940288,33.435548,0.0 -111.943003,33.435786,0.0</coordinates></LineString>","<LineString><coordinates>-111.936394,33.435168,0.0 -111.937154,33.435185,0.0 -111.940288,33.435548,0.0 -111.943003,33.435786,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15853,15853_AB,,,15092,15093, Outlying CBD_HOV Lane,1,0.00663,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936398,33.435168,0.0 -111.936405,33.435072,0.0</coordinates></LineString>","<LineString><coordinates>-111.936394,33.435168,0.0 -111.936401,33.435072,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15853,,,
Loop 202,15853,15853_BA,,,15093,15092, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936397,33.435072,0.0 -111.936390,33.435168,0.0</coordinates></LineString>","<LineString><coordinates>-111.936401,33.435072,0.0 -111.936394,33.435168,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15853,,,
Loop 202,15854,15854_AB,,,15093,15539, Outlying CBD_HOV Lane,1,0.53362,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936401,33.435072,0.0 -111.937033,33.435102,0.0 -111.940132,33.435447,0.0 -111.943053,33.435732,0.0 -111.945582,33.435880,0.0</coordinates></LineString>","<LineString><coordinates>-111.936401,33.435072,0.0 -111.937033,33.435102,0.0 -111.940132,33.435447,0.0 -111.943053,33.435732,0.0 -111.945582,33.435880,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15855,15855_AB,,,15094,15095, Outlying CBD_HOV Lane,1,0.00613,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936405,33.434935,0.0 -111.936405,33.434846,0.0</coordinates></LineString>","<LineString><coordinates>-111.936401,33.434935,0.0 -111.936401,33.434846,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15855,,,
Loop 202,15855,15855_BA,,,15095,15094, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936397,33.434846,0.0 -111.936397,33.434935,0.0</coordinates></LineString>","<LineString><coordinates>-111.936401,33.434846,0.0 -111.936401,33.434935,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15855,,,
Loop 202,15856,15856_AB,,,15094,15123, Outlying CBD_HOV Lane,1,0.46805,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936401,33.434935,0.0 -111.935804,33.434953,0.0 -111.935385,33.434965,0.0 -111.934909,33.435019,0.0 -111.933473,33.435234,0.0 -111.931434,33.435573,0.0 -111.929124,33.435919,0.0 -111.928407,33.435967,0.0</coordinates></LineString>","<LineString><coordinates>-111.936401,33.434935,0.0 -111.935804,33.434953,0.0 -111.935385,33.434965,0.0 -111.934909,33.435019,0.0 -111.933473,33.435234,0.0 -111.931434,33.435573,0.0 -111.929124,33.435919,0.0 -111.928407,33.435967,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15857,15857_AB,,,15095,12740, Outlying CBD_Freeways,1,0.22309,5,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936401,33.434846,0.0 -111.935605,33.434882,0.0 -111.934923,33.434941,0.0 -111.934312,33.435025,0.0 -111.932585,33.435305,0.0</coordinates></LineString>","<LineString><coordinates>-111.936401,33.434846,0.0 -111.935605,33.434882,0.0 -111.934923,33.434941,0.0 -111.934312,33.435025,0.0 -111.932585,33.435305,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15858,15858_AB,,,15096,12743, Outlying CBD_Freeways,1,0.11004,5,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918151,33.436199,0.0 -111.920055,33.436164,0.0</coordinates></LineString>","<LineString><coordinates>-111.918151,33.436199,0.0 -111.920055,33.436164,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15859,15859_AB,,,15096,15097, Outlying CBD_HOV Lane,1,0.00613,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918155,33.436199,0.0 -111.918155,33.436110,0.0</coordinates></LineString>","<LineString><coordinates>-111.918151,33.436199,0.0 -111.918151,33.436110,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15859,,,
Loop 202,15859,15859_BA,,,15097,15096, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918147,33.436110,0.0 -111.918147,33.436199,0.0</coordinates></LineString>","<LineString><coordinates>-111.918151,33.436110,0.0 -111.918151,33.436199,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15859,,,
Loop 202,15860,15860_AB,,,15097,15541, Outlying CBD_HOV Lane,1,0.33382,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918151,33.436110,0.0 -111.919721,33.436104,0.0 -111.923928,33.436146,0.0</coordinates></LineString>","<LineString><coordinates>-111.918151,33.436110,0.0 -111.919721,33.436104,0.0 -111.923928,33.436146,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15861,15861_AB,,,15098,15099, Outlying CBD_HOV Lane,1,0.00531,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918141,33.435961,0.0 -111.918141,33.435884,0.0</coordinates></LineString>","<LineString><coordinates>-111.918137,33.435961,0.0 -111.918137,33.435884,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15861,,,
Loop 202,15861,15861_BA,,,15099,15098, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918133,33.435884,0.0 -111.918133,33.435961,0.0</coordinates></LineString>","<LineString><coordinates>-111.918137,33.435884,0.0 -111.918137,33.435961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15861,,,
Loop 202,15862,15862_AB,,,15098,15544, Outlying CBD_HOV Lane,1,0.30226,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918137,33.435961,0.0 -111.913645,33.435944,0.0 -111.912906,33.435938,0.0</coordinates></LineString>","<LineString><coordinates>-111.918137,33.435961,0.0 -111.913645,33.435944,0.0 -111.912906,33.435938,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15863,15863_AB,,,15099,12747, Outlying CBD_Freeways,1,0.08506,6,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.918137,33.435884,0.0 -111.916665,33.435896,0.0</coordinates></LineString>","<LineString><coordinates>-111.918137,33.435884,0.0 -111.916665,33.435896,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15864,15864_AB,,,15100,12468, Outlying CBD_Freeways,1,0.53086,5,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.907187,33.436107,0.0 -111.907904,33.436110,0.0 -111.912870,33.436140,0.0 -111.916374,33.436170,0.0</coordinates></LineString>","<LineString><coordinates>-111.907187,33.436107,0.0 -111.907904,33.436110,0.0 -111.912870,33.436140,0.0 -111.916374,33.436170,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15865,15865_AB,,,15100,15101, Outlying CBD_HOV Lane,1,0.00565,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.907191,33.436107,0.0 -111.907191,33.436025,0.0</coordinates></LineString>","<LineString><coordinates>-111.907187,33.436107,0.0 -111.907187,33.436025,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15865,,,
Loop 202,15865,15865_BA,,,15101,15100, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.907183,33.436025,0.0 -111.907183,33.436107,0.0</coordinates></LineString>","<LineString><coordinates>-111.907187,33.436025,0.0 -111.907187,33.436107,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15865,,,
Loop 202,15866,15866_AB,,,15101,15543, Outlying CBD_HOV Lane,1,0.33091,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.907187,33.436025,0.0 -111.907826,33.436051,0.0 -111.912913,33.436075,0.0</coordinates></LineString>","<LineString><coordinates>-111.907187,33.436025,0.0 -111.907826,33.436051,0.0 -111.912913,33.436075,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15867,15867_AB,,,15102,15103, Outlying CBD_HOV Lane,1,0.00368,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.901420,33.435864,0.0 -111.901413,33.435811,0.0</coordinates></LineString>","<LineString><coordinates>-111.901416,33.435865,0.0 -111.901409,33.435812,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15867,,,
Loop 202,15867,15867_BA,,,15103,15102, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.901405,33.435813,0.0 -111.901412,33.435866,0.0</coordinates></LineString>","<LineString><coordinates>-111.901409,33.435812,0.0 -111.901416,33.435865,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15867,,,
Loop 202,15868,15868_AB,,,15103,12750, Outlying CBD_Freeways,1,0.08717,6,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.901409,33.435812,0.0 -111.900819,33.435829,0.0 -111.899902,33.435788,0.0</coordinates></LineString>","<LineString><coordinates>-111.901409,33.435812,0.0 -111.900819,33.435829,0.0 -111.899902,33.435788,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15878,15878_AB,,,15113,15073, Outlying CBD_HOV Lane,1,0.37475,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.970704,33.454297,0.0 -111.970834,33.454412,0.0 -111.971046,33.454572,0.0 -111.971272,33.454744,0.0 -111.971505,33.454899,0.0 -111.971772,33.455071,0.0 -111.972066,33.455214,0.0 -111.972402,33.455386,0.0 -111.972710,33.455518,0.0 -111.973258,33.455719,0.0 -111.976499,33.456568,0.0</coordinates></LineString>","<LineString><coordinates>-111.970704,33.454297,0.0 -111.970834,33.454412,0.0 -111.971046,33.454572,0.0 -111.971272,33.454744,0.0 -111.971505,33.454899,0.0 -111.971772,33.455071,0.0 -111.972066,33.455214,0.0 -111.972402,33.455386,0.0 -111.972710,33.455518,0.0 -111.973258,33.455719,0.0 -111.976499,33.456568,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15879,15879_AB,,,15114,15537, Outlying CBD_HOV Lane,1,0.64552,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.970916,33.454274,0.0 -111.970457,33.453826,0.0 -111.970217,33.453574,0.0 -111.970018,33.453304,0.0 -111.969717,33.452880,0.0 -111.969573,33.452604,0.0 -111.969409,33.452283,0.0 -111.969182,33.451720,0.0 -111.969079,33.451256,0.0 -111.969003,33.450762,0.0 -111.968996,33.450252,0.0 -111.968980,33.445334,0.0</coordinates></LineString>","<LineString><coordinates>-111.970916,33.454274,0.0 -111.970457,33.453826,0.0 -111.970217,33.453574,0.0 -111.970018,33.453304,0.0 -111.969717,33.452880,0.0 -111.969573,33.452604,0.0 -111.969409,33.452283,0.0 -111.969182,33.451720,0.0 -111.969079,33.451256,0.0 -111.969003,33.450762,0.0 -111.968996,33.450252,0.0 -111.968980,33.445334,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15881,15881_AB,,,15116,15086, Outlying CBD_HOV Lane,1,0.40799,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.965610,33.438933,0.0 -111.965268,33.438778,0.0 -111.964830,33.438646,0.0 -111.964433,33.438537,0.0 -111.960687,33.437589,0.0 -111.959908,33.437396,0.0 -111.958881,33.437163,0.0</coordinates></LineString>","<LineString><coordinates>-111.965610,33.438933,0.0 -111.965268,33.438778,0.0 -111.964830,33.438646,0.0 -111.964433,33.438537,0.0 -111.960687,33.437589,0.0 -111.959908,33.437396,0.0 -111.958881,33.437163,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15882,15882_AB,,,15117,15116, Outlying CBD_HOV Lane,1,0.15550,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967663,33.440371,0.0 -111.967411,33.440131,0.0 -111.966945,33.439735,0.0 -111.966719,33.439575,0.0 -111.966452,33.439386,0.0 -111.966124,33.439196,0.0 -111.965843,33.439042,0.0 -111.965610,33.438933,0.0</coordinates></LineString>","<LineString><coordinates>-111.967663,33.440371,0.0 -111.967411,33.440131,0.0 -111.966945,33.439735,0.0 -111.966719,33.439575,0.0 -111.966452,33.439386,0.0 -111.966124,33.439196,0.0 -111.965843,33.439042,0.0 -111.965610,33.438933,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15883,15883_AB,,,15118,15082, Outlying CBD_HOV Lane,1,0.21484,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967876,33.440906,0.0 -111.968020,33.441124,0.0 -111.968198,33.441388,0.0 -111.968363,33.441692,0.0 -111.968486,33.442002,0.0 -111.968637,33.442432,0.0 -111.968712,33.442770,0.0 -111.968754,33.443000,0.0 -111.968781,33.443275,0.0 -111.968802,33.443579,0.0 -111.968795,33.443878,0.0</coordinates></LineString>","<LineString><coordinates>-111.967876,33.440906,0.0 -111.968020,33.441124,0.0 -111.968198,33.441388,0.0 -111.968363,33.441692,0.0 -111.968486,33.442002,0.0 -111.968637,33.442432,0.0 -111.968712,33.442770,0.0 -111.968754,33.443000,0.0 -111.968781,33.443275,0.0 -111.968802,33.443579,0.0 -111.968795,33.443878,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15884,15884_AB,,,15119,15118, Outlying CBD_HOV Lane,1,0.15832,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.965980,33.439272,0.0 -111.966541,33.439616,0.0 -111.967041,33.440011,0.0 -111.967356,33.440304,0.0 -111.967630,33.440591,0.0 -111.967876,33.440906,0.0</coordinates></LineString>","<LineString><coordinates>-111.965980,33.439272,0.0 -111.966541,33.439616,0.0 -111.967041,33.440011,0.0 -111.967356,33.440304,0.0 -111.967630,33.440591,0.0 -111.967876,33.440906,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15885,15885_AB,,,15120,15093, Outlying CBD_HOV Lane,1,0.45595,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.928613,33.436074,0.0 -111.929544,33.435991,0.0 -111.930268,33.435889,0.0 -111.931277,33.435728,0.0 -111.934283,33.435222,0.0 -111.935072,33.435132,0.0 -111.935761,33.435090,0.0 -111.936401,33.435072,0.0</coordinates></LineString>","<LineString><coordinates>-111.928613,33.436074,0.0 -111.929544,33.435991,0.0 -111.930268,33.435889,0.0 -111.931277,33.435728,0.0 -111.934283,33.435222,0.0 -111.935072,33.435132,0.0 -111.935761,33.435090,0.0 -111.936401,33.435072,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15888,15888_AB,,,15123,15542, Outlying CBD_HOV Lane,1,0.25102,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.928407,33.435967,0.0 -111.924063,33.436003,0.0</coordinates></LineString>","<LineString><coordinates>-111.928407,33.435967,0.0 -111.924063,33.436003,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15948,15948_AB,,,15168,15180, Outlying CBD_HOV Lane,1,0.19809,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.969526,33.406175,0.0 -111.969264,33.405796,0.0 -111.968892,33.405275,0.0 -111.968721,33.405005,0.0 -111.968490,33.404584,0.0 -111.968238,33.404121,0.0 -111.968025,33.403600,0.0</coordinates></LineString>","<LineString><coordinates>-111.969526,33.406175,0.0 -111.969264,33.405796,0.0 -111.968892,33.405275,0.0 -111.968721,33.405005,0.0 -111.968490,33.404584,0.0 -111.968238,33.404121,0.0 -111.968025,33.403600,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15952,15952_AB,,,15172,15177, Outlying CBD_HOV Lane,1,0.19499,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.972694,33.408938,0.0 -111.972128,33.408574,0.0 -111.971083,33.407808,0.0 -111.970229,33.407017,0.0</coordinates></LineString>","<LineString><coordinates>-111.972694,33.408938,0.0 -111.972128,33.408574,0.0 -111.971083,33.407808,0.0 -111.970229,33.407017,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15955,15955_AB,,,15175,15178, Outlying CBD_HOV Lane,1,0.15854,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968199,33.404575,0.0 -111.969074,33.405982,0.0 -111.969556,33.406570,0.0</coordinates></LineString>","<LineString><coordinates>-111.968199,33.404575,0.0 -111.969074,33.405982,0.0 -111.969556,33.406570,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15956,15956_AB,,,15176,10608, Outlying CBD_Freeways,1,0.14187,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.970319,33.406983,0.0 -111.969626,33.406175,0.0 -111.969003,33.405249,0.0</coordinates></LineString>","<LineString><coordinates>-111.970319,33.406983,0.0 -111.969626,33.406175,0.0 -111.969003,33.405249,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15957,15957_AB,,,15176,15177, Outlying CBD_HOV Lane,1,0.00571,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.970317,33.406979,0.0 -111.970227,33.407013,0.0</coordinates></LineString>","<LineString><coordinates>-111.970319,33.406983,0.0 -111.970229,33.407017,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15957,,,
I-10,15957,15957_BA,,,15177,15176, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.970231,33.407021,0.0 -111.970321,33.406987,0.0</coordinates></LineString>","<LineString><coordinates>-111.970229,33.407017,0.0 -111.970319,33.406983,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15957,,,
I-10,15958,15958_AB,,,15177,15168, Outlying CBD_HOV Lane,1,0.07084,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.970229,33.407017,0.0 -111.969526,33.406175,0.0</coordinates></LineString>","<LineString><coordinates>-111.970229,33.407017,0.0 -111.969526,33.406175,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15959,15959_AB,,,15178,15171, Outlying CBD_HOV Lane,1,0.27459,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.969556,33.406570,0.0 -111.970300,33.407345,0.0 -111.971113,33.408052,0.0 -111.971244,33.408136,0.0 -111.971535,33.408364,0.0 -111.972389,33.408953,0.0 -111.972976,33.409309,0.0</coordinates></LineString>","<LineString><coordinates>-111.969556,33.406570,0.0 -111.970300,33.407345,0.0 -111.971113,33.408052,0.0 -111.971244,33.408136,0.0 -111.971535,33.408364,0.0 -111.972389,33.408953,0.0 -111.972976,33.409309,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15960,15960_AB,,,15178,15179, Outlying CBD_HOV Lane,1,0.00468,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.969554,33.406566,0.0 -111.969484,33.406600,0.0</coordinates></LineString>","<LineString><coordinates>-111.969556,33.406570,0.0 -111.969486,33.406604,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15960,,,
I-10,15960,15960_BA,,,15179,15178, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.969488,33.406608,0.0 -111.969558,33.406574,0.0</coordinates></LineString>","<LineString><coordinates>-111.969486,33.406604,0.0 -111.969556,33.406570,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15960,,,
I-10,15961,15961_AB,,,15179,10490, Outlying CBD_Freeways,1,0.01548,6,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.969486,33.406604,0.0 -111.969636,33.406790,0.0</coordinates></LineString>","<LineString><coordinates>-111.969486,33.406604,0.0 -111.969636,33.406790,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15962,15962_AB,,,15180,15185, Outlying CBD_HOV Lane,1,0.34323,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968025,33.403600,0.0 -111.967897,33.403186,0.0 -111.967786,33.402849,0.0 -111.967655,33.402294,0.0 -111.967574,33.401712,0.0 -111.967514,33.401283,0.0 -111.967493,33.400677,0.0 -111.967523,33.398664,0.0</coordinates></LineString>","<LineString><coordinates>-111.968025,33.403600,0.0 -111.967897,33.403186,0.0 -111.967786,33.402849,0.0 -111.967655,33.402294,0.0 -111.967574,33.401712,0.0 -111.967514,33.401283,0.0 -111.967493,33.400677,0.0 -111.967523,33.398664,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
