g,s_index,v,p,time,node,cost
3,103,18,8,452,77,72.000000
3,103,18,0,453,38,73.000000
3,103,18,0,462,6,82.000000
3,103,18,6,463,72,83.000000
3,103,18,0,464,6,84.000000
3,103,18,0,468,36,88.000000
3,103,18,6,469,73,89.000000
3,103,18,0,470,36,90.000000
3,103,18,0,488,5,108.000000
3,103,18,5,489,70,109.000000
3,103,18,0,490,5,110.000000
3,103,18,0,491,35,111.000000
3,103,18,5,492,71,112.000000
3,103,18,0,493,35,113.000000
3,103,18,0,521,21,141.000000
3,103,18,21,522,102,142.000000
3,103,18,0,523,21,143.000000
3,103,18,0,531,55,151.000000
3,103,18,0,563,51,183.000000
3,103,18,21,564,103,184.000000
3,103,18,0,565,51,185.000000
3,103,18,0,681,36,189.000000
3,103,18,0,701,61,209.000000
3,104,16,0,550,61,0.000000
3,104,17,0,401,19,21.000000
3,104,17,19,402,98,22.000000
3,104,17,0,403,19,23.000000
3,104,17,0,426,8,46.000000
3,104,17,8,427,76,47.000000
3,104,17,0,428,8,48.000000
3,104,17,0,446,49,66.000000
3,104,17,19,447,99,67.000000
3,104,17,0,448,49,68.000000
3,104,17,0,451,38,71.000000
3,104,17,8,452,77,72.000000
3,104,17,0,453,38,73.000000
3,104,17,0,462,6,82.000000
3,104,17,6,463,72,83.000000
3,104,17,0,464,6,84.000000
3,104,17,0,468,36,88.000000
3,104,17,6,469,73,89.000000
3,104,17,0,470,36,90.000000
3,104,17,0,488,5,108.000000
3,104,17,5,489,70,109.000000
3,104,17,0,490,5,110.000000
3,104,17,0,491,35,111.000000
3,104,17,5,492,71,112.000000
3,104,17,0,493,35,113.000000
3,104,18,0,1,61,123.000000
3,104,18,0,409,25,150.000000
3,104,18,25,410,110,151.000000
3,104,18,0,411,25,152.000000
3,104,18,0,428,55,169.000000
3,104,18,25,429,111,170.000000
3,104,18,0,430,55,171.000000
3,104,18,0,701,61,184.000000
3,105,16,0,522,61,0.000000
3,105,17,0,413,8,16.000000
3,105,17,8,414,76,17.000000
3,105,17,0,415,8,18.000000
3,105,17,0,436,38,39.000000
3,105,17,8,437,77,40.000000
3,105,17,0,438,38,41.000000
3,105,17,0,447,6,50.000000
3,105,17,6,448,72,51.000000
3,105,17,0,449,6,52.000000
3,105,17,0,453,36,56.000000
3,105,17,6,454,73,57.000000
3,105,17,0,455,36,58.000000
3,105,17,0,473,5,76.000000
3,105,17,5,474,70,77.000000
3,105,17,0,475,5,78.000000
3,105,17,0,476,35,79.000000
3,105,17,5,477,71,80.000000
3,105,17,0,478,35,81.000000
3,105,18,0,1,61,91.000000
3,105,18,0,409,25,118.000000
3,105,18,25,410,110,119.000000
3,105,18,0,411,25,120.000000
3,105,18,0,428,55,137.000000
3,105,18,25,429,111,138.000000
3,105,18,0,430,55,139.000000
3,105,18,0,476,21,147.000000
3,105,18,21,477,102,148.000000
3,105,18,0,478,21,149.000000
3,105,18,0,486,55,157.000000
3,105,18,0,518,51,189.000000
3,105,18,21,519,103,190.000000
3,105,18,0,520,51,191.000000
3,105,18,0,681,36,195.000000
3,105,18,0,701,61,215.000000
3,106,16,0,526,61,0.000000
3,106,17,0,468,5,10.000000
3,106,17,5,469,70,11.000000
3,106,17,0,470,5,12.000000
3,106,17,0,471,35,13.000000
3,106,17,5,472,71,14.000000
3,106,17,0,473,35,15.000000
3,106,18,0,1,61,25.000000
3,106,18,0,401,19,46.000000
3,106,18,19,402,98,47.000000
3,106,18,0,403,19,48.000000
3,106,18,0,405,39,50.000000
3,106,18,0,429,49,74.000000
3,106,18,19,430,99,75.000000
3,106,18,0,431,49,76.000000
3,106,18,0,443,6,88.000000
3,106,18,6,444,72,89.000000
3,106,18,0,445,6,90.000000
3,106,18,0,449,36,94.000000
3,106,18,6,450,73,95.000000
3,106,18,0,451,36,96.000000
3,106,18,0,464,13,109.000000
3,106,18,13,465,86,110.000000
3,106,18,0,466,13,111.000000
3,106,18,0,482,43,127.000000
3,106,18,13,483,87,128.000000
3,106,18,0,484,43,129.000000
3,106,18,0,500,21,145.000000
3,106,18,21,501,102,146.000000
3,106,18,0,502,21,147.000000
3,106,18,0,510,55,155.000000
3,106,18,0,542,51,187.000000
3,106,18,21,543,103,188.000000
3,106,18,0,544,51,189.000000
3,106,18,0,681,36,193.000000
3,106,18,0,701,61,213.000000
3,107,16,0,546,61,0.000000
3,107,17,0,401,19,21.000000
3,107,17,19,402,98,22.000000
3,107,17,0,403,19,23.000000
3,107,17,0,405,39,25.000000
3,107,17,0,429,49,49.000000
3,107,17,19,430,99,50.000000
3,107,17,0,431,49,51.000000
3,107,17,0,443,6,63.000000
3,107,17,6,444,72,64.000000
3,107,17,0,445,6,65.000000
3,107,17,0,449,36,69.000000
3,107,17,6,450,73,70.000000
3,107,17,0,451,36,71.000000
3,107,17,0,469,5,89.000000
3,107,17,5,470,70,90.000000
3,107,17,0,471,5,91.000000
3,107,17,0,472,35,92.000000
3,107,17,5,473,71,93.000000
3,107,17,0,474,35,94.000000
3,107,18,0,1,61,104.000000
3,107,18,0,422,13,112.000000
3,107,18,13,423,86,113.000000
3,107,18,0,424,13,114.000000
3,107,18,0,440,43,130.000000
3,107,18,13,441,87,131.000000
3,107,18,0,442,43,132.000000
3,107,18,0,466,25,156.000000
3,107,18,25,467,110,157.000000
3,107,18,0,468,25,158.000000
3,107,18,0,485,55,175.000000
3,107,18,25,486,111,176.000000
3,107,18,0,487,55,177.000000
3,107,18,0,701,61,190.000000
3,108,16,0,531,61,0.000000
3,108,17,0,435,6,17.000000
3,108,17,6,436,72,18.000000
3,108,17,0,437,6,19.000000
3,108,17,0,441,36,23.000000
3,108,17,6,442,73,24.000000
3,108,17,0,443,36,25.000000
3,108,17,0,468,5,43.000000
3,108,17,5,469,70,44.000000
3,108,17,0,470,5,45.000000
3,108,17,0,471,35,46.000000
3,108,17,5,472,71,47.000000
3,108,17,0,473,35,48.000000
3,108,18,0,1,61,58.000000
3,108,18,0,422,13,66.000000
3,108,18,13,423,86,67.000000
3,108,18,0,424,13,68.000000
3,108,18,0,440,43,84.000000
3,108,18,13,441,87,85.000000
3,108,18,0,442,43,86.000000
3,108,18,0,466,25,110.000000
3,108,18,25,467,110,111.000000
3,108,18,0,468,25,112.000000
3,108,18,0,485,55,129.000000
3,108,18,25,486,111,130.000000
3,108,18,0,487,55,131.000000
3,108,18,0,495,21,139.000000
3,108,18,21,496,102,140.000000
3,108,18,0,497,21,141.000000
3,108,18,0,505,55,149.000000
3,108,18,0,537,51,181.000000
3,108,18,21,538,103,182.000000
3,108,18,0,539,51,183.000000
3,108,18,0,681,36,187.000000
3,108,18,0,701,61,207.000000
3,109,16,0,510,61,0.000000
3,109,17,0,401,19,21.000000
3,109,17,19,402,98,22.000000
3,109,17,0,403,19,23.000000
3,109,17,0,405,39,25.000000
3,109,17,0,429,49,49.000000
3,109,17,19,430,99,50.000000
3,109,17,0,431,49,51.000000
3,109,17,0,443,6,63.000000
3,109,17,6,444,72,64.000000
3,109,17,0,445,6,65.000000
3,109,17,0,449,36,69.000000
3,109,17,6,450,73,70.000000
3,109,17,0,451,36,71.000000
3,109,17,0,469,5,89.000000
3,109,17,5,470,70,90.000000
3,109,17,0,471,5,91.000000
3,109,17,0,472,35,92.000000
3,109,17,5,473,71,93.000000
3,109,17,0,474,35,94.000000
3,109,18,0,1,61,104.000000
3,109,18,0,409,25,131.000000
3,109,18,25,410,110,132.000000
3,109,18,0,411,25,133.000000
3,109,18,0,428,55,150.000000
3,109,18,25,429,111,151.000000
3,109,18,0,430,55,152.000000
3,109,18,0,476,21,160.000000
3,109,18,21,477,102,161.000000
3,109,18,0,478,21,162.000000
3,109,18,0,486,55,170.000000
3,109,18,0,518,51,202.000000
3,109,18,21,519,103,203.000000
3,109,18,0,520,51,204.000000
3,109,18,0,681,36,208.000000
3,109,18,0,701,61,228.000000
3,110,16,0,534,61,0.000000
3,110,17,0,468,5,10.000000
3,110,17,5,469,70,11.000000
3,110,17,0,470,5,12.000000
3,110,17,0,471,35,13.000000
3,110,17,5,472,71,14.000000
3,110,17,0,473,35,15.000000
3,110,18,0,1,61,25.000000
3,110,18,0,401,19,46.000000
3,110,18,19,402,98,47.000000
3,110,18,0,403,19,48.000000
3,110,18,0,426,8,71.000000
3,110,18,8,427,76,72.000000
3,110,18,0,428,8,73.000000
3,110,18,0,446,49,91.000000
3,110,18,19,447,99,92.000000
3,110,18,0,448,49,93.000000
3,110,18,0,451,38,96.000000
3,110,18,8,452,77,97.000000
3,110,18,0,453,38,98.000000
3,110,18,0,455,13,100.000000
3,110,18,13,456,86,101.000000
3,110,18,0,457,13,102.000000
3,110,18,0,473,43,118.000000
3,110,18,13,474,87,119.000000
3,110,18,0,475,43,120.000000
3,110,18,0,491,21,136.000000
3,110,18,21,492,102,137.000000
3,110,18,0,493,21,138.000000
3,110,18,0,501,55,146.000000
3,110,18,0,533,51,178.000000
3,110,18,21,534,103,179.000000
3,110,18,0,535,51,180.000000
3,110,18,0,681,36,184.000000
3,110,18,0,701,61,204.000000
3,111,16,0,551,61,0.000000
3,111,17,0,401,19,21.000000
3,111,17,19,402,98,22.000000
3,111,17,0,403,19,23.000000
3,111,17,0,426,8,46.000000
3,111,17,8,427,76,47.000000
3,111,17,0,428,8,48.000000
3,111,17,0,446,49,66.000000
3,111,17,19,447,99,67.000000
3,111,17,0,448,49,68.000000
3,111,17,0,451,38,71.000000
3,111,17,8,452,77,72.000000
3,111,17,0,453,38,73.000000
3,111,17,0,468,5,83.000000
3,111,17,5,469,70,84.000000
3,111,17,0,470,5,85.000000
3,111,17,0,471,35,86.000000
3,111,17,5,472,71,87.000000
3,111,17,0,473,35,88.000000
3,111,18,0,1,61,98.000000
3,111,18,0,422,13,106.000000
3,111,18,13,423,86,107.000000
3,111,18,0,424,13,108.000000
3,111,18,0,440,43,124.000000
3,111,18,13,441,87,125.000000
3,111,18,0,442,43,126.000000
3,111,18,0,466,25,150.000000
3,111,18,25,467,110,151.000000
3,111,18,0,468,25,152.000000
3,111,18,0,485,55,169.000000
3,111,18,25,486,111,170.000000
3,111,18,0,487,55,171.000000
3,111,18,0,701,61,184.000000
3,112,16,0,523,61,0.000000
3,112,17,0,413,8,16.000000
3,112,17,8,414,76,17.000000
3,112,17,0,415,8,18.000000
3,112,17,0,436,38,39.000000
3,112,17,8,437,77,40.000000
3,112,17,0,438,38,41.000000
3,112,17,0,468,5,51.000000
3,112,17,5,469,70,52.000000
3,112,17,0,470,5,53.000000
3,112,17,0,471,35,54.000000
3,112,17,5,472,71,55.000000
3,112,17,0,473,35,56.000000
3,112,18,0,1,61,66.000000
3,112,18,0,422,13,74.000000
3,112,18,13,423,86,75.000000
3,112,18,0,424,13,76.000000
3,112,18,0,440,43,92.000000
3,112,18,13,441,87,93.000000
3,112,18,0,442,43,94.000000
3,112,18,0,466,25,118.000000
3,112,18,25,467,110,119.000000
3,112,18,0,468,25,120.000000
3,112,18,0,485,55,137.000000
3,112,18,25,486,111,138.000000
3,112,18,0,487,55,139.000000
3,112,18,0,495,21,147.000000
3,112,18,21,496,102,148.000000
3,112,18,0,497,21,149.000000
3,112,18,0,505,55,157.000000
3,112,18,0,537,51,189.000000
3,112,18,21,538,103,190.000000
3,112,18,0,539,51,191.000000
3,112,18,0,681,36,195.000000
3,112,18,0,701,61,215.000000
3,113,16,0,515,61,0.000000
3,113,17,0,401,19,21.000000
3,113,17,19,402,98,22.000000
3,113,17,0,403,19,23.000000
3,113,17,0,426,8,46.000000
3,113,17,8,427,76,47.000000
3,113,17,0,428,8,48.000000
3,113,17,0,446,49,66.000000
3,113,17,19,447,99,67.000000
3,113,17,0,448,49,68.000000
3,113,17,0,451,38,71.000000
3,113,17,8,452,77,72.000000
3,113,17,0,453,38,73.000000
3,113,17,0,468,5,83.000000
3,113,17,5,469,70,84.000000
3,113,17,0,470,5,85.000000
3,113,17,0,471,35,86.000000
3,113,17,5,472,71,87.000000
3,113,17,0,473,35,88.000000
3,113,18,0,1,61,98.000000
3,113,18,0,409,25,125.000000
3,113,18,25,410,110,126.000000
3,113,18,0,411,25,127.000000
3,113,18,0,428,55,144.000000
3,113,18,25,429,111,145.000000
3,113,18,0,430,55,146.000000
3,113,18,0,476,21,154.000000
3,113,18,21,477,102,155.000000
3,113,18,0,478,21,156.000000
3,113,18,0,486,55,164.000000
3,113,18,0,518,51,196.000000
3,113,18,21,519,103,197.000000
3,113,18,0,520,51,198.000000
3,113,18,0,681,36,202.000000
3,113,18,0,701,61,222.000000
3,114,16,0,516,61,0.000000
3,114,17,0,401,19,21.000000
3,114,17,19,402,98,22.000000
3,114,17,0,403,19,23.000000
3,114,17,0,405,39,25.000000
3,114,17,0,429,49,49.000000
3,114,17,19,430,99,50.000000
3,114,17,0,431,49,51.000000
3,114,17,0,468,5,59.000000
3,114,17,5,469,70,60.000000
3,114,17,0,470,5,61.000000
3,114,17,0,471,35,62.000000
3,114,17,5,472,71,63.000000
3,114,17,0,473,35,64.000000
3,114,18,0,1,61,74.000000
3,114,18,0,422,13,82.000000
3,114,18,13,423,86,83.000000
3,114,18,0,424,13,84.000000
3,114,18,0,440,43,100.000000
3,114,18,13,441,87,101.000000
3,114,18,0,442,43,102.000000
3,114,18,0,466,25,126.000000
3,114,18,25,467,110,127.000000
3,114,18,0,468,25,128.000000
3,114,18,0,485,55,145.000000
3,114,18,25,486,111,146.000000
3,114,18,0,487,55,147.000000
3,114,18,0,495,21,155.000000
3,114,18,21,496,102,156.000000
3,114,18,0,497,21,157.000000
3,114,18,0,505,55,165.000000
3,114,18,0,537,51,197.000000
3,114,18,21,538,103,198.000000
3,114,18,0,539,51,199.000000
3,114,18,0,681,36,203.000000
3,114,18,0,701,61,223.000000
3,115,16,0,516,61,0.000000
3,115,17,0,401,19,21.000000
3,115,17,19,402,98,22.000000
3,115,17,0,403,19,23.000000
3,115,17,0,426,8,46.000000
3,115,17,8,427,76,47.000000
3,115,17,0,428,8,48.000000
3,115,17,0,446,49,66.000000
3,115,17,19,447,99,67.000000
3,115,17,0,448,49,68.000000
3,115,17,0,451,38,71.000000
3,115,17,8,452,77,72.000000
3,115,17,0,453,38,73.000000
3,115,17,0,462,6,82.000000
3,115,17,6,463,72,83.000000
3,115,17,0,464,6,84.000000
3,115,17,0,468,36,88.000000
3,115,17,6,469,73,89.000000
3,115,17,0,470,36,90.000000
3,115,18,0,1,61,110.000000
3,115,18,0,422,13,118.000000
3,115,18,13,423,86,119.000000
3,115,18,0,424,13,120.000000
3,115,18,0,440,43,136.000000
3,115,18,13,441,87,137.000000
3,115,18,0,442,43,138.000000
3,115,18,0,476,21,154.000000
3,115,18,21,477,102,155.000000
3,115,18,0,478,21,156.000000
3,115,18,0,486,55,164.000000
3,115,18,0,518,51,196.000000
3,115,18,21,519,103,197.000000
3,115,18,0,520,51,198.000000
3,115,18,0,681,36,202.000000
3,115,18,0,701,61,222.000000
3,116,16,0,512,61,0.000000
3,116,17,0,413,8,16.000000
3,116,17,8,414,76,17.000000
3,116,17,0,415,8,18.000000
3,116,17,0,443,6,46.000000
3,116,17,6,444,72,47.000000
3,116,17,0,445,6,48.000000
3,116,17,0,449,36,52.000000
3,116,17,6,450,73,53.000000
3,116,17,0,451,36,54.000000
3,116,17,0,464,38,67.000000
3,116,17,8,465,77,68.000000
3,116,17,0,466,38,69.000000
3,116,18,0,1,61,77.000000
3,116,18,0,422,13,85.000000
3,116,18,13,423,86,86.000000
3,116,18,0,424,13,87.000000
3,116,18,0,440,43,103.000000
3,116,18,13,441,87,104.000000
3,116,18,0,442,43,105.000000
3,116,18,0,466,25,129.000000
3,116,18,25,467,110,130.000000
3,116,18,0,468,25,131.000000
3,116,18,0,485,55,148.000000
3,116,18,25,486,111,149.000000
3,116,18,0,487,55,150.000000
3,116,18,0,495,21,158.000000
3,116,18,21,496,102,159.000000
3,116,18,0,497,21,160.000000
3,116,18,0,505,55,168.000000
3,116,18,0,537,51,200.000000
3,116,18,21,538,103,201.000000
3,116,18,0,539,51,202.000000
3,116,18,0,681,36,206.000000
3,116,18,0,701,61,226.000000
3,117,16,0,503,61,0.000000
3,117,17,0,401,19,21.000000
3,117,17,19,402,98,22.000000
3,117,17,0,403,19,23.000000
3,117,17,0,426,8,46.000000
3,117,17,8,427,76,47.000000
3,117,17,0,428,8,48.000000
3,117,17,0,446,49,66.000000
3,117,17,19,447,99,67.000000
3,117,17,0,448,49,68.000000
3,117,17,0,451,38,71.000000
3,117,17,8,452,77,72.000000
3,117,17,0,453,38,73.000000
3,117,17,0,462,6,82.000000
3,117,17,6,463,72,83.000000
3,117,17,0,464,6,84.000000
3,117,17,0,468,36,88.000000
3,117,17,6,469,73,89.000000
3,117,17,0,470,36,90.000000
3,117,18,0,1,61,110.000000
3,117,18,0,409,25,137.000000
3,117,18,25,410,110,138.000000
3,117,18,0,411,25,139.000000
3,117,18,0,428,55,156.000000
3,117,18,25,429,111,157.000000
3,117,18,0,430,55,158.000000
3,117,18,0,476,21,166.000000
3,117,18,21,477,102,167.000000
3,117,18,0,478,21,168.000000
3,117,18,0,486,55,176.000000
3,117,18,0,518,51,208.000000
3,117,18,21,519,103,209.000000
3,117,18,0,520,51,210.000000
3,117,18,0,681,36,214.000000
3,117,18,0,701,61,234.000000
3,118,16,0,501,61,0.000000
3,118,17,0,401,19,21.000000
3,118,17,19,402,98,22.000000
3,118,17,0,403,19,23.000000
3,118,17,0,409,7,29.000000
3,118,17,0,419,4,39.000000
3,118,17,0,440,6,60.000000
3,118,17,6,441,72,61.000000
3,118,17,0,442,6,62.000000
3,118,17,0,446,36,66.000000
3,118,17,6,447,73,67.000000
3,118,17,0,448,36,68.000000
3,118,17,0,463,49,83.000000
3,118,17,19,464,99,84.000000
3,118,17,0,465,49,85.000000
3,118,18,0,1,61,90.000000
3,118,18,0,422,13,98.000000
3,118,18,13,423,86,99.000000
3,118,18,0,424,13,100.000000
3,118,18,0,440,43,116.000000
3,118,18,13,441,87,117.000000
3,118,18,0,442,43,118.000000
3,118,18,0,466,25,142.000000
3,118,18,25,467,110,143.000000
3,118,18,0,468,25,144.000000
3,118,18,0,485,55,161.000000
3,118,18,25,486,111,162.000000
3,118,18,0,487,55,163.000000
3,118,18,0,495,21,171.000000
3,118,18,21,496,102,172.000000
3,118,18,0,497,21,173.000000
3,118,18,0,505,55,181.000000
3,118,18,0,537,51,213.000000
3,118,18,21,538,103,214.000000
3,118,18,0,539,51,215.000000
3,118,18,0,681,36,219.000000
3,118,18,0,701,61,239.000000
3,119,16,0,508,61,0.000000
3,119,17,0,401,19,21.000000
3,119,17,19,402,98,22.000000
3,119,17,0,403,19,23.000000
3,119,17,0,426,8,46.000000
3,119,17,8,427,76,47.000000
3,119,17,0,428,8,48.000000
3,119,17,0,446,49,66.000000
3,119,17,19,447,99,67.000000
3,119,17,0,448,49,68.000000
3,119,17,0,451,38,71.000000
3,119,17,8,452,77,72.000000
3,119,17,0,453,38,73.000000
3,119,18,0,1,61,81.000000
3,119,18,0,422,13,89.000000
3,119,18,13,423,86,90.000000
3,119,18,0,424,13,91.000000
3,119,18,0,440,43,107.000000
3,119,18,13,441,87,108.000000
3,119,18,0,442,43,109.000000
3,119,18,0,466,25,133.000000
3,119,18,25,467,110,134.000000
3,119,18,0,468,25,135.000000
3,119,18,0,485,55,152.000000
3,119,18,25,486,111,153.000000
3,119,18,0,487,55,154.000000
3,119,18,0,495,21,162.000000
3,119,18,21,496,102,163.000000
3,119,18,0,497,21,164.000000
3,119,18,0,505,55,172.000000
3,119,18,0,537,51,204.000000
3,119,18,21,538,103,205.000000
3,119,18,0,539,51,206.000000
3,119,18,0,681,36,210.000000
3,119,18,0,701,61,230.000000
3,120,16,0,539,61,0.000000
3,120,17,0,422,13,8.000000
3,120,17,13,423,86,9.000000
3,120,17,0,424,13,10.000000
3,120,17,0,440,43,26.000000
3,120,17,13,441,87,27.000000
3,120,17,0,442,43,28.000000
3,120,17,0,466,25,52.000000
3,120,17,25,467,110,53.000000
3,120,17,0,468,25,54.000000
3,120,17,0,485,55,71.000000
3,120,17,25,486,111,72.000000
3,120,17,0,487,55,73.000000
3,120,18,0,1,61,86.000000
3,120,18,0,401,19,107.000000
3,120,18,19,402,98,108.000000
3,120,18,0,403,19,109.000000
3,120,18,0,426,8,132.000000
3,120,18,8,427,76,133.000000
3,120,18,0,428,8,134.000000
3,120,18,0,446,49,152.000000
3,120,18,19,447,99,153.000000
3,120,18,0,448,49,154.000000
3,120,18,0,451,38,157.000000
3,120,18,8,452,77,158.000000
3,120,18,0,453,38,159.000000
3,120,18,0,462,6,168.000000
3,120,18,6,463,72,169.000000
3,120,18,0,464,6,170.000000
3,120,18,0,468,36,174.000000
3,120,18,6,469,73,175.000000
3,120,18,0,470,36,176.000000
3,120,18,0,701,61,196.000000
3,121,16,0,509,61,0.000000
3,121,17,0,401,19,21.000000
3,121,17,19,402,98,22.000000
3,121,17,0,403,19,23.000000
3,121,17,0,426,8,46.000000
3,121,17,8,427,76,47.000000
3,121,17,0,428,8,48.000000
3,121,17,0,446,49,66.000000
3,121,17,19,447,99,67.000000
3,121,17,0,448,49,68.000000
3,121,17,0,451,38,71.000000
3,121,17,8,452,77,72.000000
3,121,17,0,453,38,73.000000
3,121,17,0,462,6,82.000000
3,121,17,6,463,72,83.000000
3,121,17,0,464,6,84.000000
3,121,17,0,468,36,88.000000
3,121,17,6,469,73,89.000000
3,121,17,0,470,36,90.000000
3,121,17,0,488,5,108.000000
3,121,17,5,489,70,109.000000
3,121,17,0,490,5,110.000000
3,121,17,0,491,35,111.000000
3,121,17,5,492,71,112.000000
3,121,17,0,493,35,113.000000
3,121,18,0,1,61,123.000000
3,121,18,0,422,13,131.000000
3,121,18,13,423,86,132.000000
3,121,18,0,424,13,133.000000
3,121,18,0,440,43,149.000000
3,121,18,13,441,87,150.000000
3,121,18,0,442,43,151.000000
3,121,18,0,476,21,167.000000
3,121,18,21,477,102,168.000000
3,121,18,0,478,21,169.000000
3,121,18,0,486,55,177.000000
3,121,18,0,518,51,209.000000
3,121,18,21,519,103,210.000000
3,121,18,0,520,51,211.000000
3,121,18,0,681,36,215.000000
3,121,18,0,701,61,235.000000
3,122,16,0,532,61,0.000000
3,122,17,0,401,19,21.000000
3,122,17,19,402,98,22.000000
3,122,17,0,403,19,23.000000
3,122,17,0,426,8,46.000000
3,122,17,8,427,76,47.000000
3,122,17,0,428,8,48.000000
3,122,17,0,446,49,66.000000
3,122,17,19,447,99,67.000000
3,122,17,0,448,49,68.000000
3,122,17,0,451,38,71.000000
3,122,17,8,452,77,72.000000
3,122,17,0,453,38,73.000000
3,122,17,0,462,6,82.000000
3,122,17,6,463,72,83.000000
3,122,17,0,464,6,84.000000
3,122,17,0,468,36,88.000000
3,122,17,6,469,73,89.000000
3,122,17,0,470,36,90.000000
3,122,17,0,488,5,108.000000
3,122,17,5,489,70,109.000000
3,122,17,0,490,5,110.000000
3,122,17,0,491,35,111.000000
3,122,17,5,492,71,112.000000
3,122,17,0,493,35,113.000000
3,122,18,0,1,61,123.000000
3,122,18,0,422,13,131.000000
3,122,18,13,423,86,132.000000
3,122,18,0,424,13,133.000000
3,122,18,0,440,43,149.000000
3,122,18,13,441,87,150.000000
3,122,18,0,442,43,151.000000
3,122,18,0,466,25,175.000000
3,122,18,25,467,110,176.000000
3,122,18,0,468,25,177.000000
3,122,18,0,485,55,194.000000
3,122,18,25,486,111,195.000000
3,122,18,0,487,55,196.000000
3,122,18,0,701,61,209.000000
3,123,16,0,504,61,0.000000
3,123,17,0,413,8,16.000000
3,123,17,8,414,76,17.000000
3,123,17,0,415,8,18.000000
3,123,17,0,436,38,39.000000
3,123,17,8,437,77,40.000000
3,123,17,0,438,38,41.000000
3,123,17,0,447,6,50.000000
3,123,17,6,448,72,51.000000
3,123,17,0,449,6,52.000000
3,123,17,0,453,36,56.000000
3,123,17,6,454,73,57.000000
3,123,17,0,455,36,58.000000
3,123,17,0,473,5,76.000000
3,123,17,5,474,70,77.000000
3,123,17,0,475,5,78.000000
3,123,17,0,476,35,79.000000
3,123,17,5,477,71,80.000000
3,123,17,0,478,35,81.000000
3,123,18,0,1,61,91.000000
3,123,18,0,422,13,99.000000
3,123,18,13,423,86,100.000000
3,123,18,0,424,13,101.000000
3,123,18,0,440,43,117.000000
3,123,18,13,441,87,118.000000
3,123,18,0,442,43,119.000000
3,123,18,0,466,25,143.000000
3,123,18,25,467,110,144.000000
3,123,18,0,468,25,145.000000
3,123,18,0,485,55,162.000000
3,123,18,25,486,111,163.000000
3,123,18,0,487,55,164.000000
3,123,18,0,495,21,172.000000
3,123,18,21,496,102,173.000000
3,123,18,0,497,21,174.000000
3,123,18,0,505,55,182.000000
3,123,18,0,537,51,214.000000
3,123,18,21,538,103,215.000000
3,123,18,0,539,51,216.000000
3,123,18,0,681,36,220.000000
3,123,18,0,701,61,240.000000
3,124,16,0,496,61,0.000000
3,124,17,0,401,19,21.000000
3,124,17,19,402,98,22.000000
3,124,17,0,403,19,23.000000
3,124,17,0,426,8,46.000000
3,124,17,8,427,76,47.000000
3,124,17,0,428,8,48.000000
3,124,17,0,446,49,66.000000
3,124,17,19,447,99,67.000000
3,124,17,0,448,49,68.000000
3,124,17,0,451,38,71.000000
3,124,17,8,452,77,72.000000
3,124,17,0,453,38,73.000000
3,124,17,0,462,6,82.000000
3,124,17,6,463,72,83.000000
3,124,17,0,464,6,84.000000
3,124,17,0,468,36,88.000000
3,124,17,6,469,73,89.000000
3,124,17,0,470,36,90.000000
3,124,17,0,488,5,108.000000
3,124,17,5,489,70,109.000000
3,124,17,0,490,5,110.000000
3,124,17,0,491,35,111.000000
3,124,17,5,492,71,112.000000
3,124,17,0,493,35,113.000000
3,124,18,0,1,61,123.000000
3,124,18,0,409,25,150.000000
3,124,18,25,410,110,151.000000
3,124,18,0,411,25,152.000000
3,124,18,0,428,55,169.000000
3,124,18,25,429,111,170.000000
3,124,18,0,430,55,171.000000
3,124,18,0,476,21,179.000000
3,124,18,21,477,102,180.000000
3,124,18,0,478,21,181.000000
3,124,18,0,486,55,189.000000
3,124,18,0,518,51,221.000000
3,124,18,21,519,103,222.000000
3,124,18,0,520,51,223.000000
3,124,18,0,681,36,227.000000
3,124,18,0,701,61,247.000000
3,125,16,0,492,61,0.000000
3,125,17,0,401,19,21.000000
3,125,17,19,402,98,22.000000
3,125,17,0,403,19,23.000000
3,125,17,0,405,39,25.000000
3,125,17,0,429,49,49.000000
3,125,17,19,430,99,50.000000
3,125,17,0,431,49,51.000000
3,125,17,0,443,6,63.000000
3,125,17,6,444,72,64.000000
3,125,17,0,445,6,65.000000
3,125,17,0,449,36,69.000000
3,125,17,6,450,73,70.000000
3,125,17,0,451,36,71.000000
3,125,17,0,469,5,89.000000
3,125,17,5,470,70,90.000000
3,125,17,0,471,5,91.000000
3,125,17,0,472,35,92.000000
3,125,17,5,473,71,93.000000
3,125,17,0,474,35,94.000000
3,125,18,0,1,61,104.000000
3,125,18,0,422,13,112.000000
3,125,18,13,423,86,113.000000
3,125,18,0,424,13,114.000000
3,125,18,0,440,43,130.000000
3,125,18,13,441,87,131.000000
3,125,18,0,442,43,132.000000
3,125,18,0,466,25,156.000000
3,125,18,25,467,110,157.000000
3,125,18,0,468,25,158.000000
3,125,18,0,485,55,175.000000
3,125,18,25,486,111,176.000000
3,125,18,0,487,55,177.000000
3,125,18,0,495,21,185.000000
3,125,18,21,496,102,186.000000
3,125,18,0,497,21,187.000000
3,125,18,0,505,55,195.000000
3,125,18,0,537,51,227.000000
3,125,18,21,538,103,228.000000
3,125,18,0,539,51,229.000000
3,125,18,0,681,36,233.000000
3,125,18,0,701,61,253.000000
3,126,16,0,497,61,0.000000
3,126,17,0,401,19,21.000000
