name,link_id,TMC,from_node_id,to_node_id,link_type_name,direction,link_type_name,direction,length,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,transit_travel_time_in_min,transit_transfer_time_in_min,transit_waiting_time_in_min,transit_fare_in_dollar,BPR_alpha_term,BPR_beta_term,BPR_distance_term,BPR_max_TT_term,fromNode_x,fromNode_y,toNode_x,toNode_y
,10152,,89,9,Freeway,9553,Freeway,1,17365,34,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.333365,40.080349
,10154,,89,8,Freeway,9555,Freeway,1,19272,41,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.351185,40.080645
,10155,,89,12,Freeway,9556,Freeway,1,19082,40,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.341417,40.089321
,10157,,89,13,Freeway,9558,Freeway,1,18275,37,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.345515,40.080284
,10164,,89,18,Freeway,9565,Freeway,1,20748,49,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.412908,40.074291
,10168,,89,23,Freeway,9569,Freeway,1,16988,38,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.411932,40.046737
,10170,,89,22,Freeway,9571,Freeway,1,18584,43,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.413032,40.053004
,10175,,89,29,Freeway,9576,Freeway,1,16769,40,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.4169,39.996216
,10196,,89,50,Freeway,9597,Freeway,1,27324,98,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.462325,39.910366
,10210,,89,67,Freeway,9611,Freeway,1,19436,37,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.195843,39.907415
,10212,,89,66,Freeway,9613,Freeway,1,20498,36,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.161446,39.921833
,10213,,89,69,Freeway,9614,Freeway,1,19333,37,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.222869,39.903848
,10214,,89,68,Freeway,9615,Freeway,1,18995,35,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.199115,39.906761
,10230,,89,86,Freeway,9631,Freeway,1,9532,33,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.187007,40.041546
,10231,,89,87,Freeway,9632,Freeway,1,7018,26,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.213057,40.039
,10233,,89,88,Freeway,9634,Freeway,1,2717,9,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.259572,40.043859
